,0,1,2,3,4,5,6,7,8,9
0,1.0,0.5315414987810602,0.6433592225812997,0.6929101061214632,0.977501654709386,0.677691633906651,0.3648453365231485,0.3551059560871104,0.3026317079916127,0.2879434059619938
1,0.5315414987810602,1.0,0.5115515403032,0.4059414143789695,0.43728524170860567,0.7044380885241294,0.5540987233691304,0.6091144272735305,0.598226979218378,0.4946177632774408
2,0.6433592225812997,0.5115515403032,1.0,0.41216949459952223,0.4871329024223583,0.37593293960658136,0.5114595128103594,0.5120826706425408,0.49712162708992896,0.3043966150267226
3,0.6929101061214632,0.4059414143789695,0.41216949459952223,1.0,0.435965284381911,0.6847726327237235,0.5974293460189446,0.5756806868457777,0.6467438097997944,0.5656201751508112
4,0.977501654709386,0.43728524170860567,0.4871329024223583,0.435965284381911,1.0,0.6012829506210897,0.62482367348503,0.595129549928928,0.5145273074473099,0.45634224914644284
5,0.677691633906651,0.7044380885241294,0.37593293960658136,0.6847726327237235,0.6012829506210897,1.0,0.7074624552084168,0.7606950066765883,0.8179321797756232,0.6696056487388392
6,0.3648453365231485,0.5540987233691304,0.5114595128103594,0.5974293460189446,0.62482367348503,0.7074624552084168,1.0,0.9780543677944775,0.9606777543448749,0.7987117017033022
7,0.3551059560871104,0.6091144272735305,0.5120826706425408,0.5756806868457777,0.595129549928928,0.7606950066765883,0.9780543677944775,1.0,0.9691028229503091,0.8127792034896301
8,0.3026317079916127,0.598226979218378,0.49712162708992896,0.6467438097997944,0.5145273074473099,0.8179321797756232,0.9606777543448749,0.9691028229503091,1.0,0.8067636195221444
9,0.2879434059619938,0.4946177632774408,0.3043966150267226,0.5656201751508112,0.45634224914644284,0.6696056487388392,0.7987117017033022,0.8127792034896301,0.8067636195221444,1.0
