2025-04-22 04:38:26,246 [INFO ]  Creating naive ensemble.
2025-04-22 04:38:26,247 [INFO ]  Learning SPN for ethylene_co.
2025-04-22 04:38:26,247 [DEBUG]  generate_join_sample(single_table=ethylene_co, relationship_list=None, split_condition=None)
2025-04-22 04:38:26,529 [DEBUG]  Using min_instance_slice parameter 10485.76.
2025-04-22 04:38:26,530 [INFO ]  SPN training phase with 1048576 samples
2025-04-22 04:38:27,400 [DEBUG]  Built domains in 0.8699165539946989 sec
2025-04-22 04:38:27,766 [DEBUG]  CACHEDIR=/home/dafn/.cache/matplotlib
2025-04-22 04:38:27,767 [DEBUG]  Using fontManager instance from /home/dafn/.cache/matplotlib/fontlist-v300.json
2025-04-22 04:38:27,861 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-22 04:38:27,892 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-22 04:38:27,893 [DEBUG]  Loaded backend qt4agg version unknown.
2025-04-22 04:38:27,900 [DEBUG]  Loaded backend tkagg version unknown.
2025-04-22 04:38:27,901 [DEBUG]  Loaded backend agg version unknown.
2025-04-22 04:38:27,901 [DEBUG]  Loaded backend agg version unknown.
2025-04-22 04:38:27,975 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (1048576, 19) (remaining tasks 0)
2025-04-22 04:38:29,040 [DEBUG]  		found 2 row clusters (in 1.06442 secs)
2025-04-22 04:38:29,117 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (607320, 19) (remaining tasks 1)
2025-04-22 04:38:35,849 [DEBUG]  		found 1 col clusters (in 6.73201 secs)
2025-04-22 04:38:35,899 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (441256, 19) (remaining tasks 1)
2025-04-22 04:38:43,368 [DEBUG]  		found 1 col clusters (in 7.46944 secs)
2025-04-22 04:38:43,437 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (607320, 19) (remaining tasks 1)
2025-04-22 04:38:44,478 [DEBUG]  		found 2 row clusters (in 1.04031 secs)
2025-04-22 04:38:44,537 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (441256, 19) (remaining tasks 2)
2025-04-22 04:38:45,291 [DEBUG]  		found 2 row clusters (in 0.75375 secs)
2025-04-22 04:38:45,323 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (241587, 19) (remaining tasks 3)
2025-04-22 04:38:53,952 [DEBUG]  		found 1 col clusters (in 8.62849 secs)
2025-04-22 04:38:53,999 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (365733, 19) (remaining tasks 3)
2025-04-22 04:39:01,732 [DEBUG]  		found 1 col clusters (in 7.73304 secs)
2025-04-22 04:39:01,756 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (213648, 19) (remaining tasks 3)
2025-04-22 04:39:09,882 [DEBUG]  		found 1 col clusters (in 8.12560 secs)
2025-04-22 04:39:09,919 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (227608, 19) (remaining tasks 3)
2025-04-22 04:39:17,556 [DEBUG]  		found 1 col clusters (in 7.63678 secs)
2025-04-22 04:39:17,595 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (241587, 19) (remaining tasks 3)
