2025-04-22 15:08:01,032 [INFO ]  Creating naive ensemble.
2025-04-22 15:08:01,033 [INFO ]  Learning SPN for data1.
2025-04-22 15:08:01,033 [DEBUG]  generate_join_sample(single_table=data1, relationship_list=None, split_condition=None)
2025-04-22 15:08:01,060 [DEBUG]  Using min_instance_slice parameter 205.20000000000002.
2025-04-22 15:08:01,060 [INFO ]  SPN training phase with 20520 samples
2025-04-22 15:08:01,064 [DEBUG]  Built domains in 0.0038268089992925525 sec
2025-04-22 15:08:01,423 [DEBUG]  CACHEDIR=/home/dafn/.cache/matplotlib
2025-04-22 15:08:01,425 [DEBUG]  Using fontManager instance from /home/dafn/.cache/matplotlib/fontlist-v300.json
2025-04-22 15:08:01,519 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-22 15:08:01,549 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-22 15:08:01,550 [DEBUG]  Loaded backend qt4agg version unknown.
2025-04-22 15:08:01,557 [DEBUG]  Loaded backend tkagg version unknown.
2025-04-22 15:08:01,557 [DEBUG]  Loaded backend agg version unknown.
2025-04-22 15:08:01,557 [DEBUG]  Loaded backend agg version unknown.
2025-04-22 15:08:01,561 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (20520, 3) (remaining tasks 0)
2025-04-22 15:08:01,623 [DEBUG]  		found 2 row clusters (in 0.06224 secs)
2025-04-22 15:08:01,624 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (10149, 3) (remaining tasks 1)
2025-04-22 15:08:01,740 [DEBUG]  		found 1 col clusters (in 0.11568 secs)
2025-04-22 15:08:01,741 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (10371, 3) (remaining tasks 1)
2025-04-22 15:08:01,989 [DEBUG]  		found 1 col clusters (in 0.24752 secs)
2025-04-22 15:08:01,991 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (10149, 3) (remaining tasks 1)
2025-04-22 15:08:02,067 [DEBUG]  		found 2 row clusters (in 0.07573 secs)
2025-04-22 15:08:02,072 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (10371, 3) (remaining tasks 2)
2025-04-22 15:08:02,154 [DEBUG]  		found 2 row clusters (in 0.08103 secs)
2025-04-22 15:08:02,155 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (5235, 3) (remaining tasks 3)
2025-04-22 15:08:02,263 [DEBUG]  		found 1 col clusters (in 0.10719 secs)
2025-04-22 15:08:02,263 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (4914, 3) (remaining tasks 3)
2025-04-22 15:08:02,463 [DEBUG]  		found 1 col clusters (in 0.19911 secs)
2025-04-22 15:08:02,464 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (5917, 3) (remaining tasks 3)
2025-04-22 15:08:02,693 [DEBUG]  		found 1 col clusters (in 0.22852 secs)
2025-04-22 15:08:02,694 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (4454, 3) (remaining tasks 3)
2025-04-22 15:08:02,919 [DEBUG]  		found 1 col clusters (in 0.22539 secs)
2025-04-22 15:08:02,921 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (5235, 3) (remaining tasks 3)
2025-04-22 15:08:02,976 [DEBUG]  		found 2 row clusters (in 0.05535 secs)
2025-04-22 15:08:02,979 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (4914, 3) (remaining tasks 4)
2025-04-22 15:08:03,037 [DEBUG]  		found 2 row clusters (in 0.05678 secs)
