2025-04-24 19:51:23,630 [INFO ]  Creating naive ensemble.
2025-04-24 19:51:23,631 [INFO ]  Learning SPN for naticusdroid.
2025-04-24 19:51:23,631 [DEBUG]  generate_join_sample(single_table=naticusdroid, relationship_list=None, split_condition=None)
2025-04-24 19:51:23,684 [DEBUG]  Using min_instance_slice parameter 293.32.
2025-04-24 19:51:23,684 [INFO ]  SPN training phase with 29332 samples
2025-04-24 19:51:23,716 [DEBUG]  Built domains in 0.031907185970339924 sec
2025-04-24 19:51:24,075 [DEBUG]  CACHEDIR=/home/dafn/.cache/matplotlib
2025-04-24 19:51:24,077 [DEBUG]  Using fontManager instance from /home/dafn/.cache/matplotlib/fontlist-v300.json
2025-04-24 19:51:24,171 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-24 19:51:24,202 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-24 19:51:24,203 [DEBUG]  Loaded backend qt4agg version unknown.
2025-04-24 19:51:24,210 [DEBUG]  Loaded backend tkagg version unknown.
2025-04-24 19:51:24,211 [DEBUG]  Loaded backend agg version unknown.
2025-04-24 19:51:24,211 [DEBUG]  Loaded backend agg version unknown.
2025-04-24 19:51:24,225 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (29332, 87) (remaining tasks 0)
2025-04-24 19:51:25,240 [DEBUG]  		found 2 row clusters (in 1.01429 secs)
2025-04-24 19:51:25,248 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 87) (remaining tasks 1)
2025-04-24 19:53:51,561 [DEBUG]  		found 60 col clusters (in 146.31230 secs)
2025-04-24 19:53:51,569 [DEBUG]  OP: Operation.REMOVE_UNINFORMATIVE_FEATURES on slice (14608, 87) (remaining tasks 60)
2025-04-24 19:53:51,572 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 61)
2025-04-24 19:53:51,573 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[0] (in 0.00063 secs)
2025-04-24 19:53:51,574 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 16) (remaining tasks 60)
2025-04-24 19:53:56,639 [DEBUG]  		found 1 col clusters (in 5.06496 secs)
2025-04-24 19:53:56,640 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 3) (remaining tasks 60)
2025-04-24 19:53:56,926 [DEBUG]  		found 1 col clusters (in 0.28607 secs)
2025-04-24 19:53:56,927 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 2) (remaining tasks 60)
2025-04-24 19:53:57,130 [DEBUG]  		found 1 col clusters (in 0.20192 secs)
2025-04-24 19:53:57,130 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 2) (remaining tasks 60)
2025-04-24 19:53:57,240 [DEBUG]  		found 1 col clusters (in 0.11028 secs)
2025-04-24 19:53:57,241 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 60)
2025-04-24 19:53:57,242 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[5] (in 0.00069 secs)
2025-04-24 19:53:57,242 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 4) (remaining tasks 59)
2025-04-24 19:53:57,471 [DEBUG]  		found 1 col clusters (in 0.22859 secs)
2025-04-24 19:53:57,472 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 59)
2025-04-24 19:53:57,472 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[7] (in 0.00061 secs)
2025-04-24 19:53:57,473 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 58)
2025-04-24 19:53:57,473 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[8] (in 0.00068 secs)
2025-04-24 19:53:57,474 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 57)
2025-04-24 19:53:57,474 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[9] (in 0.00064 secs)
2025-04-24 19:53:57,474 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 56)
