2025-04-24 21:28:11,925 [INFO ]  Creating naive ensemble.
2025-04-24 21:28:11,926 [INFO ]  Learning SPN for raw1.
2025-04-24 21:28:11,926 [DEBUG]  generate_join_sample(single_table=raw1, relationship_list=None, split_condition=None)
2025-04-24 21:28:11,965 [DEBUG]  Using min_instance_slice parameter 240.0.
2025-04-24 21:28:11,965 [INFO ]  SPN training phase with 24000 samples
2025-04-24 21:28:12,032 [DEBUG]  Built domains in 0.0669203259749338 sec
2025-04-24 21:28:12,392 [DEBUG]  CACHEDIR=/home/dafn/.cache/matplotlib
2025-04-24 21:28:12,394 [DEBUG]  Using fontManager instance from /home/dafn/.cache/matplotlib/fontlist-v300.json
2025-04-24 21:28:12,489 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-24 21:28:12,520 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-24 21:28:12,521 [DEBUG]  Loaded backend qt4agg version unknown.
2025-04-24 21:28:12,527 [DEBUG]  Loaded backend tkagg version unknown.
2025-04-24 21:28:12,528 [DEBUG]  Loaded backend agg version unknown.
2025-04-24 21:28:12,528 [DEBUG]  Loaded backend agg version unknown.
2025-04-24 21:28:12,534 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (24000, 41) (remaining tasks 0)
2025-04-24 21:28:14,400 [DEBUG]  		found 2 row clusters (in 1.86552 secs)
2025-04-24 21:28:14,403 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (12002, 41) (remaining tasks 1)
2025-04-24 21:28:44,406 [DEBUG]  		found 40 col clusters (in 30.00229 secs)
2025-04-24 21:28:44,422 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (11998, 41) (remaining tasks 40)
2025-04-24 21:29:15,943 [DEBUG]  		found 40 col clusters (in 31.51252 secs)
2025-04-24 21:29:15,944 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (12002, 2) (remaining tasks 79)
2025-04-24 21:29:16,112 [DEBUG]  		found 1 col clusters (in 0.16805 secs)
2025-04-24 21:29:16,112 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 79)
2025-04-24 21:29:16,124 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[2] (in 0.01169 secs)
2025-04-24 21:29:16,124 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 78)
2025-04-24 21:29:16,136 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[3] (in 0.01179 secs)
2025-04-24 21:29:16,137 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 77)
2025-04-24 21:29:16,150 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[4] (in 0.01317 secs)
2025-04-24 21:29:16,150 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 76)
2025-04-24 21:29:16,163 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[5] (in 0.01217 secs)
2025-04-24 21:29:16,163 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 75)
2025-04-24 21:29:16,173 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[6] (in 0.00977 secs)
2025-04-24 21:29:16,173 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 74)
2025-04-24 21:29:16,181 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[7] (in 0.00846 secs)
2025-04-24 21:29:16,181 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 73)
2025-04-24 21:29:16,189 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[8] (in 0.00777 secs)
2025-04-24 21:29:16,189 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 72)
2025-04-24 21:29:16,197 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[9] (in 0.00715 secs)
2025-04-24 21:29:16,197 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 71)
2025-04-24 21:29:16,204 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[10] (in 0.00722 secs)
2025-04-24 21:29:16,204 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 70)
2025-04-24 21:29:16,212 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[11] (in 0.00725 secs)
2025-04-24 21:29:16,212 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 69)
2025-04-24 21:29:16,219 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[12] (in 0.00723 secs)
2025-04-24 21:29:16,219 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 68)
2025-04-24 21:29:16,227 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[13] (in 0.00723 secs)
2025-04-24 21:29:16,227 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 67)
2025-04-24 21:29:16,234 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[14] (in 0.00723 secs)
2025-04-24 21:29:16,234 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 66)
2025-04-24 21:29:16,242 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[15] (in 0.00722 secs)
2025-04-24 21:29:16,242 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 65)
2025-04-24 21:29:16,249 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[16] (in 0.00726 secs)
2025-04-24 21:29:16,249 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 64)
2025-04-24 21:29:16,257 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[17] (in 0.00742 secs)
2025-04-24 21:29:16,257 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 63)
2025-04-24 21:29:16,264 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[18] (in 0.00723 secs)
2025-04-24 21:29:16,264 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 62)
2025-04-24 21:29:16,272 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[19] (in 0.00734 secs)
2025-04-24 21:29:16,272 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 61)
2025-04-24 21:29:16,279 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[20] (in 0.00651 secs)
2025-04-24 21:29:16,279 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 60)
2025-04-24 21:29:16,283 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[21] (in 0.00412 secs)
2025-04-24 21:29:16,283 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 59)
2025-04-24 21:29:16,287 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[22] (in 0.00424 secs)
2025-04-24 21:29:16,287 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 58)
2025-04-24 21:29:16,292 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[23] (in 0.00419 secs)
2025-04-24 21:29:16,292 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 57)
2025-04-24 21:29:16,296 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[24] (in 0.00420 secs)
2025-04-24 21:29:16,296 [DEBUG]  OP: Operation.CREATE_LEAF on slice (12002, 1) (remaining tasks 56)
2025-04-24 21:29:16,300 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[25] (in 0.00430 secs)
