2025-04-21 22:24:16,812 [INFO ]  Creating naive ensemble.
2025-04-21 22:24:16,813 [INFO ]  Learning SPN for airqualityuci.
2025-04-21 22:24:16,813 [DEBUG]  generate_join_sample(single_table=airqualityuci, relationship_list=None, split_condition=None)
2025-04-21 22:24:16,845 [DEBUG]  Using min_instance_slice parameter 93.57000000000001.
2025-04-21 22:24:16,846 [INFO ]  SPN training phase with 9357 samples
2025-04-21 22:24:16,854 [DEBUG]  Built domains in 0.008556065000448143 sec
2025-04-21 22:24:17,229 [DEBUG]  CACHEDIR=/home/dafn/.cache/matplotlib
2025-04-21 22:24:17,231 [DEBUG]  Using fontManager instance from /home/dafn/.cache/matplotlib/fontlist-v300.json
2025-04-21 22:24:17,335 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-21 22:24:17,368 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-21 22:24:17,369 [DEBUG]  Loaded backend qt4agg version unknown.
2025-04-21 22:24:17,376 [DEBUG]  Loaded backend tkagg version unknown.
2025-04-21 22:24:17,376 [DEBUG]  Loaded backend agg version unknown.
2025-04-21 22:24:17,377 [DEBUG]  Loaded backend agg version unknown.
2025-04-21 22:24:17,381 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (9357, 15) (remaining tasks 0)
2025-04-21 22:24:17,528 [DEBUG]  		found 2 row clusters (in 0.14770 secs)
2025-04-21 22:24:17,530 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (8991, 15) (remaining tasks 1)
2025-04-21 22:24:22,303 [DEBUG]  		found 4 col clusters (in 4.77346 secs)
2025-04-21 22:24:22,304 [DEBUG]  OP: Operation.REMOVE_UNINFORMATIVE_FEATURES on slice (366, 15) (remaining tasks 4)
2025-04-21 22:24:22,304 [DEBUG]  OP: Operation.CREATE_LEAF on slice (8991, 1) (remaining tasks 13)
2025-04-21 22:24:22,305 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[0] (in 0.00095 secs)
2025-04-21 22:24:22,305 [DEBUG]  OP: Operation.CREATE_LEAF on slice (8991, 1) (remaining tasks 12)
2025-04-21 22:24:22,311 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[1] (in 0.00075 secs)
2025-04-21 22:24:22,315 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (8991, 12) (remaining tasks 11)
2025-04-21 22:24:25,739 [DEBUG]  		found 1 col clusters (in 3.42031 secs)
2025-04-21 22:24:25,739 [DEBUG]  OP: Operation.CREATE_LEAF on slice (8991, 1) (remaining tasks 11)
2025-04-21 22:24:25,740 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[4] (in 0.00082 secs)
2025-04-21 22:24:25,741 [DEBUG]  OP: Operation.CREATE_LEAF on slice (366, 1) (remaining tasks 10)
2025-04-21 22:24:25,741 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[3] (in 0.00029 secs)
2025-04-21 22:24:25,741 [DEBUG]  OP: Operation.CREATE_LEAF on slice (366, 1) (remaining tasks 9)
2025-04-21 22:24:25,742 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[5] (in 0.00026 secs)
2025-04-21 22:24:25,742 [DEBUG]  OP: Operation.CREATE_LEAF on slice (366, 1) (remaining tasks 8)
2025-04-21 22:24:25,742 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[6] (in 0.00026 secs)
2025-04-21 22:24:25,743 [DEBUG]  OP: Operation.CREATE_LEAF on slice (366, 1) (remaining tasks 7)
2025-04-21 22:24:25,743 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[8] (in 0.00027 secs)
2025-04-21 22:24:25,743 [DEBUG]  OP: Operation.CREATE_LEAF on slice (366, 1) (remaining tasks 6)
2025-04-21 22:24:25,744 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[10] (in 0.00026 secs)
2025-04-21 22:24:25,744 [DEBUG]  OP: Operation.CREATE_LEAF on slice (366, 1) (remaining tasks 5)
2025-04-21 22:24:25,744 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[11] (in 0.00026 secs)
2025-04-21 22:24:25,745 [DEBUG]  OP: Operation.CREATE_LEAF on slice (366, 1) (remaining tasks 4)
2025-04-21 22:24:25,745 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[12] (in 0.00026 secs)
