2025-04-17 16:05:18,298 [INFO ]  Creating naive ensemble.
2025-04-17 16:05:18,299 [INFO ]  Learning SPN for diabetes_binary_health_indicators_brfss2015.
2025-04-17 16:05:18,299 [DEBUG]  generate_join_sample(single_table=diabetes_binary_health_indicators_brfss2015, relationship_list=None, split_condition=None)
2025-04-17 16:05:18,459 [DEBUG]  Using min_instance_slice parameter 2536.8.
2025-04-17 16:05:18,460 [INFO ]  SPN training phase with 253680 samples
2025-04-17 16:05:18,759 [DEBUG]  Built domains in 0.2991364160552621 sec
2025-04-17 16:05:19,821 [DEBUG]  CACHEDIR=/home/dafn/.cache/matplotlib
2025-04-17 16:05:19,826 [DEBUG]  Using fontManager instance from /home/dafn/.cache/matplotlib/fontlist-v300.json
2025-04-17 16:05:20,022 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-17 16:05:20,087 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-17 16:05:20,089 [DEBUG]  Loaded backend qt4agg version unknown.
2025-04-17 16:05:20,103 [DEBUG]  Loaded backend tkagg version unknown.
2025-04-17 16:05:20,104 [DEBUG]  Loaded backend agg version unknown.
2025-04-17 16:05:20,105 [DEBUG]  Loaded backend agg version unknown.
2025-04-17 16:05:20,139 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (253680, 22) (remaining tasks 0)
2025-04-17 16:05:22,512 [DEBUG]  		found 2 row clusters (in 2.37237 secs)
2025-04-17 16:05:22,589 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (221788, 22) (remaining tasks 1)
2025-04-17 16:05:42,415 [DEBUG]  		found 3 col clusters (in 19.82534 secs)
2025-04-17 16:05:42,423 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (31892, 22) (remaining tasks 3)
2025-04-17 16:05:56,592 [DEBUG]  		found 5 col clusters (in 14.16867 secs)
2025-04-17 16:05:56,676 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (221788, 20) (remaining tasks 7)
2025-04-17 16:06:06,352 [DEBUG]  		found 1 col clusters (in 9.67095 secs)
2025-04-17 16:06:06,352 [DEBUG]  OP: Operation.CREATE_LEAF on slice (221788, 1) (remaining tasks 7)
2025-04-17 16:06:06,427 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[3] (in 0.07451 secs)
2025-04-17 16:06:06,455 [DEBUG]  OP: Operation.CREATE_LEAF on slice (221788, 1) (remaining tasks 6)
2025-04-17 16:06:06,465 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[11] (in 0.00917 secs)
2025-04-17 16:06:06,467 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (31892, 17) (remaining tasks 5)
2025-04-17 16:06:15,241 [DEBUG]  		found 1 col clusters (in 8.77389 secs)
2025-04-17 16:06:15,241 [DEBUG]  OP: Operation.CREATE_LEAF on slice (31892, 1) (remaining tasks 5)
2025-04-17 16:06:15,243 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[3] (in 0.00136 secs)
2025-04-17 16:06:15,243 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (31892, 2) (remaining tasks 4)
2025-04-17 16:06:15,398 [DEBUG]  		found 1 col clusters (in 0.15492 secs)
2025-04-17 16:06:15,399 [DEBUG]  OP: Operation.CREATE_LEAF on slice (31892, 1) (remaining tasks 4)
2025-04-17 16:06:15,400 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[11] (in 0.00144 secs)
2025-04-17 16:06:15,400 [DEBUG]  OP: Operation.CREATE_LEAF on slice (31892, 1) (remaining tasks 3)
2025-04-17 16:06:15,402 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[18] (in 0.00184 secs)
2025-04-17 16:06:15,422 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (221788, 20) (remaining tasks 2)
2025-04-17 16:06:17,619 [DEBUG]  		found 2 row clusters (in 2.19673 secs)
2025-04-17 16:06:17,621 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (31892, 17) (remaining tasks 3)
2025-04-17 16:06:17,960 [DEBUG]  		found 2 row clusters (in 0.33853 secs)
2025-04-17 16:06:17,961 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (31892, 2) (remaining tasks 4)
2025-04-17 16:06:18,062 [DEBUG]  		found 2 row clusters (in 0.10072 secs)
2025-04-17 16:06:18,102 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (210222, 20) (remaining tasks 5)
2025-04-17 16:06:28,022 [DEBUG]  		found 1 col clusters (in 9.91933 secs)
2025-04-17 16:06:28,024 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (11566, 20) (remaining tasks 5)
2025-04-17 16:06:37,870 [DEBUG]  		found 2 col clusters (in 9.84581 secs)
2025-04-17 16:06:37,874 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (19914, 17) (remaining tasks 6)
2025-04-17 16:06:45,239 [DEBUG]  		found 2 col clusters (in 7.35748 secs)
2025-04-17 16:06:45,241 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (11978, 17) (remaining tasks 7)
2025-04-17 16:06:53,345 [DEBUG]  		found 1 col clusters (in 8.10387 secs)
2025-04-17 16:06:53,348 [DEBUG]  OP: Operation.REMOVE_UNINFORMATIVE_FEATURES on slice (18322, 2) (remaining tasks 7)
2025-04-17 16:06:53,350 [DEBUG]  OP: Operation.REMOVE_UNINFORMATIVE_FEATURES on slice (13570, 2) (remaining tasks 8)
2025-04-17 16:06:53,471 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (210222, 20) (remaining tasks 9)
2025-04-17 16:06:54,578 [DEBUG]  		found 2 row clusters (in 1.10580 secs)
2025-04-17 16:06:54,579 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (11566, 19) (remaining tasks 10)
2025-04-17 16:07:02,670 [DEBUG]  		found 1 col clusters (in 8.09109 secs)
2025-04-17 16:07:02,671 [DEBUG]  OP: Operation.CREATE_LEAF on slice (11566, 1) (remaining tasks 10)
2025-04-17 16:07:02,672 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[18] (in 0.00083 secs)
2025-04-17 16:07:02,673 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (19914, 16) (remaining tasks 9)
2025-04-17 16:07:08,709 [DEBUG]  		found 1 col clusters (in 6.03632 secs)
2025-04-17 16:07:08,710 [DEBUG]  OP: Operation.CREATE_LEAF on slice (19914, 1) (remaining tasks 9)
2025-04-17 16:07:08,711 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[5] (in 0.00129 secs)
