2025-04-24 19:28:56,013 [INFO ]  Creating naive ensemble.
2025-04-24 19:28:56,014 [INFO ]  Learning SPN for naticusdroid.
2025-04-24 19:28:56,014 [DEBUG]  generate_join_sample(single_table=naticusdroid, relationship_list=None, split_condition=None)
2025-04-24 19:28:56,066 [DEBUG]  Using min_instance_slice parameter 293.32.
2025-04-24 19:28:56,067 [INFO ]  SPN training phase with 29332 samples
2025-04-24 19:28:56,098 [DEBUG]  Built domains in 0.031529569008853287 sec
2025-04-24 19:28:56,456 [DEBUG]  CACHEDIR=/home/dafn/.cache/matplotlib
2025-04-24 19:28:56,458 [DEBUG]  Using fontManager instance from /home/dafn/.cache/matplotlib/fontlist-v300.json
2025-04-24 19:28:56,553 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-24 19:28:56,584 [DEBUG]  Loaded backend qt5agg version unknown.
2025-04-24 19:28:56,585 [DEBUG]  Loaded backend qt4agg version unknown.
2025-04-24 19:28:56,591 [DEBUG]  Loaded backend tkagg version unknown.
2025-04-24 19:28:56,592 [DEBUG]  Loaded backend agg version unknown.
2025-04-24 19:28:56,592 [DEBUG]  Loaded backend agg version unknown.
2025-04-24 19:28:56,606 [DEBUG]  OP: Operation.SPLIT_ROWS on slice (29332, 87) (remaining tasks 0)
2025-04-24 19:28:57,621 [DEBUG]  		found 2 row clusters (in 1.01466 secs)
2025-04-24 19:28:57,629 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 87) (remaining tasks 1)
2025-04-24 19:31:17,035 [DEBUG]  		found 48 col clusters (in 139.40632 secs)
2025-04-24 19:31:17,041 [DEBUG]  OP: Operation.REMOVE_UNINFORMATIVE_FEATURES on slice (14608, 87) (remaining tasks 48)
2025-04-24 19:31:17,044 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 49)
2025-04-24 19:31:17,045 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[0] (in 0.00055 secs)
2025-04-24 19:31:17,046 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 17) (remaining tasks 48)
2025-04-24 19:31:23,235 [DEBUG]  		found 1 col clusters (in 6.18872 secs)
2025-04-24 19:31:23,236 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 10) (remaining tasks 48)
2025-04-24 19:31:26,164 [DEBUG]  		found 1 col clusters (in 2.92718 secs)
2025-04-24 19:31:26,165 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 6) (remaining tasks 48)
2025-04-24 19:31:26,944 [DEBUG]  		found 1 col clusters (in 0.77906 secs)
2025-04-24 19:31:26,945 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 48)
2025-04-24 19:31:26,945 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[5] (in 0.00069 secs)
2025-04-24 19:31:26,946 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 2) (remaining tasks 47)
2025-04-24 19:31:27,198 [DEBUG]  		found 1 col clusters (in 0.25219 secs)
2025-04-24 19:31:27,199 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 3) (remaining tasks 47)
2025-04-24 19:31:27,414 [DEBUG]  		found 1 col clusters (in 0.21517 secs)
2025-04-24 19:31:27,415 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 47)
2025-04-24 19:31:27,415 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[10] (in 0.00065 secs)
2025-04-24 19:31:27,416 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 2) (remaining tasks 46)
2025-04-24 19:31:27,563 [DEBUG]  		found 1 col clusters (in 0.14674 secs)
2025-04-24 19:31:27,563 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 46)
2025-04-24 19:31:27,564 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[12] (in 0.00075 secs)
2025-04-24 19:31:27,564 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 45)
2025-04-24 19:31:27,565 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[13] (in 0.00069 secs)
2025-04-24 19:31:27,565 [DEBUG]  OP: Operation.SPLIT_COLUMNS on slice (14724, 2) (remaining tasks 44)
2025-04-24 19:31:27,676 [DEBUG]  		found 1 col clusters (in 0.11031 secs)
2025-04-24 19:31:27,676 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 44)
2025-04-24 19:31:27,677 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[17] (in 0.00079 secs)
2025-04-24 19:31:27,677 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 43)
2025-04-24 19:31:27,678 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[18] (in 0.00058 secs)
2025-04-24 19:31:27,678 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 42)
2025-04-24 19:31:27,679 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[21] (in 0.00064 secs)
2025-04-24 19:31:27,679 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 41)
2025-04-24 19:31:27,680 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[22] (in 0.00057 secs)
2025-04-24 19:31:27,680 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 40)
2025-04-24 19:31:27,681 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[23] (in 0.00064 secs)
2025-04-24 19:31:27,681 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 39)
2025-04-24 19:31:27,682 [DEBUG]  		 created leaf IdentityNumericLeaf for scope=[24] (in 0.00066 secs)
2025-04-24 19:31:27,682 [DEBUG]  OP: Operation.CREATE_LEAF on slice (14724, 1) (remaining tasks 38)
