,0,1,2,3,4,5,6,7,8,9,10
0,1.0,0.5713198074697972,0.5779477830882459,0.6588592249980516,0.48342225806961153,0.29189596194961004,0.3671206919714946,0.5335368470145339,0.4965713703768363,0.32015834590365067,0.7681107406327908
1,0.5713198074697972,1.0,0.15804590018308814,0.3684246449819699,0.418873437421632,0.2668345897500091,0.3013201975709639,0.37619503593266174,0.4060579073385292,0.2826822266064091,0.4796799320921251
2,0.5779477830882459,0.15804590018308814,1.0,0.33537450152615106,0.3291508680495117,0.31549725393812317,0.1784214347000024,0.2569060025285318,0.2891725314901526,0.19763431915290447,0.19278400566180998
3,0.6588592249980516,0.3684246449819699,0.33537450152615106,1.0,0.8150677676557838,0.8042102481768945,0.7179600721558049,0.7690910686406737,0.8148319910178362,0.546586632848336,0.5706059885625118
4,0.48342225806961153,0.418873437421632,0.3291508680495117,0.8150677676557838,1.0,0.9763211696243763,0.9271440482143511,0.9726224247364357,0.9847563633227503,0.841100276851024,0.4778467331986979
5,0.29189596194961004,0.2668345897500091,0.31549725393812317,0.8042102481768945,0.9763211696243763,1.0,0.8882032504230172,0.9691142539077711,0.9850440642984478,0.8537040671045588,0.4947098537521594
6,0.3671206919714946,0.3013201975709639,0.1784214347000024,0.7179600721558049,0.9271440482143511,0.8882032504230172,1.0,0.9315149893121064,0.9349480215337658,0.3572612803112107,0.44011150756261325
7,0.5335368470145339,0.37619503593266174,0.2569060025285318,0.7690910686406737,0.9726224247364357,0.9691142539077711,0.9315149893121064,1.0,0.9776260831758729,0.8546725050214621,0.540338879310651
8,0.4965713703768363,0.4060579073385292,0.2891725314901526,0.8148319910178362,0.9847563633227503,0.9850440642984478,0.9349480215337658,0.9776260831758729,1.0,0.8392632367933524,0.4625601575112307
9,0.32015834590365067,0.2826822266064091,0.19763431915290447,0.546586632848336,0.841100276851024,0.8537040671045588,0.3572612803112107,0.8546725050214621,0.8392632367933524,1.0,0.4976680158453046
10,0.7681107406327908,0.4796799320921251,0.19278400566180998,0.5706059885625118,0.4778467331986979,0.4947098537521594,0.44011150756261325,0.540338879310651,0.4625601575112307,0.4976680158453046,1.0
