,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,1.0,0.38151554890731143,0.28921280708865144,0.11538161710272868,0.32860615159063794,0.08599896420800111,0.1254267846851679,0.21152340436022735,0.15866560486404854,0.054076556286670255,0.07929314561270279,0.09485313995926553,0.023190748531121765,0.04097657326664278,0.41719938185715966,0.09212696030051462,0.22629401836060947,0.2726460061598069,0.0444128583712595,0.29537699572402465,0.17351243153142643,0.23337840906411317
1,0.38151554890731143,1.0,0.3165148491231603,0.10328329128775232,0.2778279859194906,0.08743829722397997,0.12905987239828898,0.2107503942478209,0.13610216921048876,0.04085216367112705,0.06662373642634942,0.027029886199800568,0.0357644416258215,0.026517009140562486,0.3286946302713257,0.07062506978813335,0.1870660614119465,0.23478390556187154,0.04081925333524182,0.3497275047978915,0.14475179690004455,0.1984333788524837
2,0.28921280708865144,0.3165148491231603,1.0,0.0859813978144891,0.16888176972338712,0.09339831214903362,0.09978619127826667,0.18118663814076819,0.09045316289477216,0.047383624270941595,0.042836263282132685,0.025442978835062535,0.031531795338767744,0.03319927235274531,0.24269479810870254,0.08477249552295878,0.15555372825344826,0.1620434099377224,0.0173244557007539,0.27131604823893335,0.08480929237799059,0.11118045715292728
3,0.11538161710272868,0.10328329128775232,0.0859813978144891,1.0,0.056829535627894945,0.0043305150784823014,0.02252938099074899,0.04349714436604568,0.008249363298375013,0.017383832228086205,0.00034925770612068195,0.02714616016469805,0.10680042492268504,0.06266874330848632,0.06211284413777327,0.018668417884231542,0.03559453552755016,0.04443036664274386,0.007991222636615673,0.10577722804815465,0.010839024718680547,0.007737355750327395
4,0.32860615159063794,0.2778279859194906,0.16888176972338712,0.056829535627894945,1.0,0.032635174349417075,0.027935467104639605,0.07781336666452321,0.17928416831130622,0.09174201943037341,0.06282045560525382,0.06391893650829934,0.02464146614897512,0.07383089036064336,0.30128589439977344,0.12972982621452336,0.1939986616980664,0.26104193421034905,0.16082890376154313,0.1757052985141453,0.12981054611990994,0.14354052179035634
5,0.08599896420800111,0.08743829722397997,0.09339831214903362,0.0043305150784823014,0.032635174349417075,1.0,0.0646583967464418,0.12441753471724701,0.07982325801815598,0.07481080481129962,0.029925650735925995,0.07783501055762158,0.01293863334755911,0.035798889636545574,0.15270868862262005,0.0943537578241276,0.12272565888798792,0.11978871245600255,0.11212518192327471,0.12172160500375614,0.16415508059280404,0.11511139806863299
6,0.1254267846851679,0.12905987239828898,0.09978619127826667,0.02252938099074899,0.027935467104639605,0.0646583967464418,1.0,0.22339378563056628,0.07998478230213431,0.008996297398176594,0.047601203634348464,0.023394552003700393,0.006483590692384161,0.03619832547646127,0.20388586725603935,0.08773857654822415,0.1659612720616445,0.19226592294676936,0.003822095165418875,0.12561415746203797,0.07658079596061035,0.13737329401765627
7,0.21152340436022735,0.2107503942478209,0.18118663814076819,0.04349714436604568,0.07781336666452321,0.12441753471724701,0.22339378563056628,1.0,0.09822333217219345,0.01943582267588317,0.036314733114407076,0.037129768526934316,0.01568748111864968,0.03602871981559415,0.28740519956851457,0.07832386609120705,0.20349603033681093,0.23261057419979617,0.09816136693145594,0.22569655738805952,0.09826144849609729,0.1499352893204998
8,0.15866560486404854,0.13610216921048876,0.09045316289477216,0.008249363298375013,0.17928416831130622,0.07982325801815598,0.07998478230213431,0.09822333217219345,1.0,0.1338129143568292,0.14932233961939076,0.01911075060865445,0.027088786222320575,0.06330166064664536,0.2772486299238381,0.13464789540581057,0.23580611654095973,0.27686825948225513,0.051752891177462464,0.10432071364976524,0.19433761026120236,0.20279049410971242
9,0.054076556286670255,0.04085216367112705,0.047383624270941595,0.017383832228086205,0.09174201943037341,0.07481080481129962,0.008996297398176594,0.01943582267588317,0.1338129143568292,1.0,0.23860528665883995,0.03324568118217115,0.0293851532694095,0.0458425861560337,0.10021935879381462,0.06600346573176988,0.052324206129982134,0.05078424308579268,0.08872310112677444,0.08727305200244616,0.10619141612922102,0.08151588448193021
10,0.07929314561270279,0.06662373642634942,0.042836263282132685,0.00034925770612068195,0.06282045560525382,0.029925650735925995,0.047601203634348464,0.036314733114407076,0.14932233961939076,0.23860528665883995,1.0,0.02209047206452769,0.02915220369480779,0.037146195237825023,0.1175333560756075,0.05287878377985924,0.06755099226931097,0.08407156232834945,0.05260377696125799,0.025183191201649035,0.1550986602489368,0.156719746999058
11,0.09485313995926553,0.027029886199800568,0.025442978835062535,0.02714616016469805,0.06391893650829934,0.07783501055762158,0.023394552003700393,0.037129768526934316,0.01911075060865445,0.03324568118217115,0.02209047206452769,1.0,0.013483953348185758,0.00968255657945139,0.059216439695337374,0.026279730703570526,0.03888991846440203,0.04929397712941221,0.014164397728632962,0.05816262528184949,0.03772741324826837,0.06688445861466043
12,0.023190748531121765,0.0357644416258215,0.031531795338767744,0.10680042492268504,0.02464146614897512,0.01293863334755911,0.006483590692384161,0.01568748111864968,0.027088786222320575,0.0293851532694095,0.02915220369480779,0.013483953348185758,1.0,0.22165757327500824,0.036910493765352555,0.0509005522441368,0.010642594132284721,0.008113322067511631,0.006561785054138277,0.14595214057415182,0.10863071377979353,0.1317328274772998
