,0,1,2,3,4,5,6,7,8,9,10
0,1.0,0.5552822427618094,0.7350681201005842,0.43515940019091565,0.7248549378807128,0.6086688689225286,0.414703975472534,0.4768155183086027,0.6940655108426819,0.3841462513767008,0.7292224088587724
1,0.5552822427618094,1.0,0.24968025336267377,0.2819441257870721,0.419269452311662,0.3437520243695514,0.36924892760447353,0.3070387098410318,0.42156113805464573,0.21156675594388158,0.43943591450619207
2,0.7350681201005842,0.24968025336267377,1.0,0.20747693998904362,0.4528409297436849,0.43157350760372265,0.22431923826798603,0.2528767843456223,0.4353039968626492,0.2217727790563007,0.26612841946986837
3,0.43515940019091565,0.2819441257870721,0.20747693998904362,1.0,0.9099210430314717,0.8878815435146599,0.862380807126225,0.9119124651221918,0.9135240844335454,0.6724090449287133,0.5062311357445504
4,0.7248549378807128,0.419269452311662,0.4528409297436849,0.9099210430314717,1.0,0.9866707638925788,0.9672866168499361,0.9795205636414702,0.9905035690610761,0.831364486279554,0.6517143291038633
5,0.6086688689225286,0.3437520243695514,0.43157350760372265,0.8878815435146599,0.9866707638925788,1.0,0.8897356564569557,0.9593975943375578,0.9823447118818281,0.8399819384209006,0.6670446224258975
6,0.414703975472534,0.36924892760447353,0.22431923826798603,0.862380807126225,0.9672866168499361,0.8897356564569557,1.0,0.9692643529431012,0.9738297243387953,0.4170769772718664,0.4475057965242592
7,0.4768155183086027,0.3070387098410318,0.2528767843456223,0.9119124651221918,0.9795205636414702,0.9593975943375578,0.9692643529431012,1.0,0.9866417836014078,0.7816446224526429,0.523844921876582
8,0.6940655108426819,0.42156113805464573,0.4353039968626492,0.9135240844335454,0.9905035690610761,0.9823447118818281,0.9738297243387953,0.9866417836014078,1.0,0.806097301462199,0.5942433400429785
9,0.3841462513767008,0.21156675594388158,0.2217727790563007,0.6724090449287133,0.831364486279554,0.8399819384209006,0.4170769772718664,0.7816446224526429,0.806097301462199,1.0,0.5450686789693698
10,0.7292224088587724,0.43943591450619207,0.26612841946986837,0.5062311357445504,0.6517143291038633,0.6670446224258975,0.4475057965242592,0.523844921876582,0.5942433400429785,0.5450686789693698,1.0
