,0,1,2,3,4,5,6,7,8,9,10
0,1.0,0.5813566276403962,0.6021109930630372,0.5795408120093044,0.5830312902510429,0.4961815451886543,0.5131172488831787,0.640499114122088,0.6933717062062547,0.6356131506106987,0.720688449016458
1,0.5813566276403962,1.0,0.1477840763450048,0.2353015477908724,0.42075153124204084,0.2588218775470894,0.4378490903300669,0.4804551071754624,0.5017285408171237,0.37178507723469006,0.32489878821066975
2,0.6021109930630372,0.1477840763450048,1.0,0.2847002395832641,0.38322922656561803,0.32124092527618453,0.17047201564019487,0.32873914784024855,0.3656916033705064,0.24338913889654681,0.17345667809053292
3,0.5795408120093044,0.2353015477908724,0.2847002395832641,1.0,0.8715289526090667,0.9478793356044499,0.8131386755193712,0.9124664358580635,0.94483508027458,0.8784566023676493,0.6791067288648808
4,0.5830312902510429,0.42075153124204084,0.38322922656561803,0.8715289526090667,1.0,0.9322897242446235,0.8512080656622399,0.93564264112289,0.9419416931407745,0.7935964931634474,0.4719101326827403
5,0.4961815451886543,0.2588218775470894,0.32124092527618453,0.9478793356044499,0.9322897242446235,1.0,0.8721418306754476,0.9748350255885225,0.9936540908319379,0.8934976804763181,0.6581728481474322
6,0.5131172488831787,0.4378490903300669,0.17047201564019487,0.8131386755193712,0.8512080656622399,0.8721418306754476,1.0,0.943608258630158,0.95548212634,0.5489507828581607,0.3971322385678266
7,0.640499114122088,0.4804551071754624,0.32873914784024855,0.9124664358580635,0.93564264112289,0.9748350255885225,0.943608258630158,1.0,0.9898629325875127,0.8282353245628346,0.4686744132472034
8,0.6933717062062547,0.5017285408171237,0.3656916033705064,0.94483508027458,0.9419416931407745,0.9936540908319379,0.95548212634,0.9898629325875127,1.0,0.8625294825423033,0.5271052402103554
9,0.6356131506106987,0.37178507723469006,0.24338913889654681,0.8784566023676493,0.7935964931634474,0.8934976804763181,0.5489507828581607,0.8282353245628346,0.8625294825423033,1.0,0.7476819993123723
10,0.720688449016458,0.32489878821066975,0.17345667809053292,0.6791067288648808,0.4719101326827403,0.6581728481474322,0.3971322385678266,0.4686744132472034,0.5271052402103554,0.7476819993123723,1.0
