,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1.0,0.43386455393038603,0.2221394381130113,0.19808848699117462,0.5908445268742301,0.2217933088693814,0.520666937885903,0.6557956101273169,0.2027014310531644,0.1764422426073057,0.11155563330495628,0.20126865896309185,0.04305521897628338,0.13134992553994987,0.13407465639208224,0.41992176453023633
1,0.43386455393038603,1.0,0.6575726918094175,0.8211962112012006,0.6614351609525154,0.6572678377603863,0.4675504453946001,0.9704922051497312,0.8661719069345083,0.8549475176831783,0.5537434947843143,0.851686542472929,0.07117538693618251,0.11975820390853512,0.08932203074826664,0.045732116498860234
2,0.2221394381130113,0.6575726918094175,1.0,0.929320995851361,0.4236228187980031,0.999990008470018,0.48848250818756445,0.6665088186619593,0.3217249512646289,0.3299839432536592,0.22970751896094493,0.3219618427794616,0.29275338493845604,0.09746556700108353,0.11720274648172978,0.08856631343694193
3,0.19808848699117462,0.8211962112012006,0.929320995851361,1.0,0.5317177603126262,0.9270905572783525,0.5491135027004821,0.8529743513452818,0.9008113149616156,0.8785400755750722,0.5703566952776203,0.883602127281239,0.10582478225936061,0.11523934530938534,0.1196756809623061,0.09083899646105764
4,0.5908445268742301,0.6614351609525154,0.4236228187980031,0.5317177603126262,1.0,0.4231006478142602,0.7019948639111976,0.5686024973387801,0.5576344672693484,0.5511857959945756,0.3437157391525818,0.546862250927862,0.020214255534726114,0.10129088380321974,0.12325710491772664,0.2610680289848179
5,0.2217933088693814,0.6572678377603863,0.999990008470018,0.9270905572783525,0.4231006478142602,1.0,0.48823484100406933,0.6663782953941974,0.32191801746936116,0.3301768479355571,0.22989565810261434,0.32215173108378853,0.29277671394778004,0.09790551614612687,0.11734000147388556,0.08748887845498428
6,0.520666937885903,0.4675504453946001,0.48848250818756445,0.5491135027004821,0.7019948639111976,0.48823484100406933,1.0,0.5952295296160885,0.4882423772629305,0.49630656244461985,0.3348234500874262,0.4814822105510225,0.13251544491771852,0.10253697202892788,0.1583537612939981,0.20298479461855728
7,0.6557956101273169,0.9704922051497312,0.6665088186619593,0.8529743513452818,0.5686024973387801,0.6663782953941974,0.5952295296160885,1.0,0.904556689342773,0.9069751222078608,0.5801067892845678,0.9038443378968378,0.13487149172291718,0.13754833681568526,0.15384519622003626,0.10174452569998836
8,0.2027014310531644,0.8661719069345083,0.3217249512646289,0.9008113149616156,0.5576344672693484,0.32191801746936116,0.4882423772629305,0.904556689342773,1.0,0.9524596683795498,0.6613544940006202,0.9835491284762953,0.10994346121321343,0.2011609973656595,0.14074637267895979,0.04598649229821851
9,0.1764422426073057,0.8549475176831783,0.3299839432536592,0.8785400755750722,0.5511857959945756,0.3301768479355571,0.49630656244461985,0.9069751222078608,0.9524596683795498,1.0,0.5867479673521611,0.9700739835732707,0.11147066851500048,0.023239022066549146,0.055698348336435194,0.012706683410736467
10,0.11155563330495628,0.5537434947843143,0.22970751896094493,0.5703566952776203,0.3437157391525818,0.22989565810261434,0.3348234500874262,0.5801067892845678,0.6613544940006202,0.5867479673521611,1.0,0.6504746361881896,0.07903487197546852,0.29338800869205633,0.22895109021742288,0.08837558901172153
11,0.20126865896309185,0.851686542472929,0.3219618427794616,0.883602127281239,0.546862250927862,0.32215173108378853,0.4814822105510225,0.9038443378968378,0.9835491284762953,0.9700739835732707,0.6504746361881896,1.0,0.10813479545792368,0.19771052917547127,0.2430467716871061,0.0860149699974084
12,0.04305521897628338,0.07117538693618251,0.29275338493845604,0.10582478225936061,0.020214255534726114,0.29277671394778004,0.13251544491771852,0.13487149172291718,0.10994346121321343,0.11147066851500048,0.07903487197546852,0.10813479545792368,1.0,0.005225682838739478,0.0011236069143420757,0.015664453130434425
13,0.13134992553994987,0.11975820390853512,0.09746556700108353,0.11523934530938534,0.10129088380321974,0.09790551614612687,0.10253697202892788,0.13754833681568526,0.2011609973656595,0.023239022066549146,0.29338800869205633,0.19771052917547127,0.005225682838739478,1.0,0.7026024799626893,0.28292766656618734
14,0.13407465639208224,0.08932203074826664,0.11720274648172978,0.1196756809623061,0.12325710491772664,0.11734000147388556,0.1583537612939981,0.15384519622003626,0.14074637267895979,0.055698348336435194,0.22895109021742288,0.2430467716871061,0.0011236069143420757,0.7026024799626893,1.0,0.36550540411573634
15,0.41992176453023633,0.045732116498860234,0.08856631343694193,0.09083899646105764,0.2610680289848179,0.08748887845498428,0.20298479461855728,0.10174452569998836,0.04598649229821851,0.012706683410736467,0.08837558901172153,0.0860149699974084,0.015664453130434425,0.28292766656618734,0.36550540411573634,1.0
