,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,1.0,0.003276888776328534,0.14942674197680927,0.08063902513491548,0.16660816808890272,0.0704615208552266,0.07038464214467686,0.15653528495581467,0.09549269357540416,0.1638948010802893,0.14289478547281217,0.08319890248040859,0.11775471963280633,0.10639245311614537,0.23618504029887252
1,0.003276888776328534,1.0,0.46316526853219064,0.4133485289128363,0.17428342932425642,0.5131340913257988,0.5123635930320479,0.35275829773728845,0.3947787794960951,0.451655390817848,0.29324341118160263,0.25382679809645753,0.38649437642613926,0.5092703662241465,0.053395679259084915
2,0.14942674197680927,0.46316526853219064,1.0,0.7734763825777397,0.3161880445501211,0.8051398179784747,0.8047770817343499,0.8222248312567774,0.695302086762018,0.7816213115873201,0.5698343258805939,0.7656137658593907,0.16569789640130012,0.18149933802201795,0.1744213359265965
3,0.08063902513491548,0.4133485289128363,0.7734763825777397,1.0,0.34521357144263737,0.9078829149631731,0.907752004744629,0.6316092186619688,0.8031234431718529,0.5742641487644677,0.7649936834118709,0.9143641977088418,0.6163151073491909,0.5970759065219291,0.6347285692467646
4,0.16660816808890272,0.17428342932425642,0.3161880445501211,0.34521357144263737,1.0,0.29121643342031645,0.29122746318599696,0.2964775775904726,0.35258079587266816,0.2643493692060315,0.33067023750261415,0.24064533377991215,0.2342713184541627,0.10452128770798845,0.31319484113455964
5,0.0704615208552266,0.5131340913257988,0.8051398179784747,0.9078829149631731,0.29121643342031645,1.0,0.9999851753288913,0.6108232124464734,0.7980736565965443,0.5601740886968094,0.8404227650626513,0.9092270103980548,0.6676607331411961,0.5743713857992992,0.6399671354130294
6,0.07038464214467686,0.5123635930320479,0.8047770817343499,0.907752004744629,0.29122746318599696,0.9999851753288913,1.0,0.6103597960700639,0.7961708746598395,0.5593726623140444,0.8397931526878645,0.9094550294479745,0.6630892875824588,0.5672533985855389,0.6343723512112488
7,0.15653528495581467,0.35275829773728845,0.8222248312567774,0.6316092186619688,0.2964775775904726,0.6108232124464734,0.6103597960700639,1.0,0.6991736204007479,0.9749879072025871,0.3545307800092067,0.713984283220949,0.29547708801651756,0.20258512771358342,0.2589537554882094
8,0.09549269357540416,0.3947787794960951,0.695302086762018,0.8031234431718529,0.35258079587266816,0.7980736565965443,0.7961708746598395,0.6991736204007479,1.0,0.594232577112963,0.5472266877158956,0.809092661138977,0.5725303237802027,0.5772395116235293,0.5738776127883533
9,0.1638948010802893,0.451655390817848,0.7816213115873201,0.5742641487644677,0.2643493692060315,0.5601740886968094,0.5593726623140444,0.9749879072025871,0.594232577112963,1.0,0.3285641990431444,0.6119123055446861,0.3057003109453254,0.16601514017983973,0.3515019302227749
10,0.14289478547281217,0.29324341118160263,0.5698343258805939,0.7649936834118709,0.33067023750261415,0.8404227650626513,0.8397931526878645,0.3545307800092067,0.5472266877158956,0.3285641990431444,1.0,0.76796182914479,0.8120716193322024,0.6025405353376894,0.8891697049496244
11,0.08319890248040859,0.25382679809645753,0.7656137658593907,0.9143641977088418,0.24064533377991215,0.9092270103980548,0.9094550294479745,0.713984283220949,0.809092661138977,0.6119123055446861,0.76796182914479,1.0,0.6456145279496682,0.592077795808063,0.6405128511617288
12,0.11775471963280633,0.38649437642613926,0.16569789640130012,0.6163151073491909,0.2342713184541627,0.6676607331411961,0.6630892875824588,0.29547708801651756,0.5725303237802027,0.3057003109453254,0.8120716193322024,0.6456145279496682,1.0,0.7033001026669505,0.8175121812027006
13,0.10639245311614537,0.5092703662241465,0.18149933802201795,0.5970759065219291,0.10452128770798845,0.5743713857992992,0.5672533985855389,0.20258512771358342,0.5772395116235293,0.16601514017983973,0.6025405353376894,0.592077795808063,0.7033001026669505,1.0,0.6332729150517497
14,0.23618504029887252,0.053395679259084915,0.1744213359265965,0.6347285692467646,0.31319484113455964,0.6399671354130294,0.6343723512112488,0.2589537554882094,0.5738776127883533,0.3515019302227749,0.8891697049496244,0.6405128511617288,0.8175121812027006,0.6332729150517497,1.0
