,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,0.6404404388462839,0.3182203757768743,0.0960713740512331,0.5473309187592906,0.6240105476277366,0.21634840516925993,0.17595307399616705,0.2247053609044612,0.17590753121325073,0.26055442330666173,0.26003454767758954,0.2277651923078656,0.2556361709915019,0.30722553267996583,0.22776590394484253,0.29449738051180807,0.3490771953547077,0.30124149971998104,0.389156460323511,0.26057350597863094
1,0.6404404388462839,1.0,0.09977262031590234,0.07727822791468811,0.50218920263621,0.4771530567965855,0.22739172119580192,0.19711407348854193,0.22285457427786096,0.1971770485700627,0.34599217426097967,0.3400466262055232,0.315491158314183,0.3281585485384457,0.3393514599914396,0.3154887776237625,0.24442711190522748,0.3126774643594507,0.29794175678786594,0.30064693514327445,0.23271876805490388
2,0.3182203757768743,0.09977262031590234,1.0,0.0621379490466879,0.11602904450816061,0.21680164821472334,0.1996053000501436,0.10515695844411889,0.21383550750439015,0.10514275548207769,0.2327182177995415,0.24299723924232908,0.19849281026243656,0.24008913663035011,0.27834405786910343,0.19847297930882762,0.2603247635840508,0.2434355360323524,0.23918412708998824,0.19824401072025757,0.26384778776300244
3,0.0960713740512331,0.07727822791468811,0.0621379490466879,1.0,0.23917784484308452,0.2319309196603958,0.0576031470000526,0.055110416220067945,0.07002258519319546,0.05494349669535161,0.054767781962323646,0.05300197738378592,0.04305275390916432,0.050269174816233865,0.06673433910310007,0.04302895530929249,0.03870632503692939,0.04758878644189439,0.06973826103377734,0.08178871753744073,0.07052419748240225
4,0.5473309187592906,0.50218920263621,0.11602904450816061,0.23917784484308452,1.0,0.9620149651204598,0.19450362184144276,0.17392004980464248,0.19484469749053018,0.17406632945533979,0.18376369769707834,0.18956726656793224,0.173173151686833,0.18622759906730516,0.21337949574063955,0.1731847915634935,0.23797821135851052,0.25315164629450865,0.24621639110991883,0.2724617154075772,0.22574198627962425
5,0.6240105476277366,0.4771530567965855,0.21680164821472334,0.2319309196603958,0.9620149651204598,1.0,0.22535951787977718,0.1882678181844519,0.21738458737193678,0.18831434941658137,0.20797498123243188,0.20122304145935058,0.204143788845705,0.2091229880344454,0.23926932083353888,0.20419043587160918,0.24309932091947228,0.31516993586706465,0.28647195437625605,0.354475828373144,0.2509088607348659
6,0.21634840516925993,0.22739172119580192,0.1996053000501436,0.0576031470000526,0.19450362184144276,0.22535951787977718,1.0,0.9723510636484038,0.9735954516208616,0.9723553670870885,0.7015265245263035,0.71975372279804,0.6648854123383823,0.6704111669019177,0.681414227804306,0.6648706823632661,0.832476257585564,0.7970007365782364,0.5758055681532666,0.46735822236001723,0.8732410473170692
7,0.17595307399616705,0.19711407348854193,0.10515695844411889,0.055110416220067945,0.17392004980464248,0.1882678181844519,0.9723510636484038,1.0,0.9556670488538096,0.9999953262272663,0.6959844782946742,0.7078266775737202,0.6844210407711456,0.6730058747957768,0.6447469577136661,0.6844003921468781,0.7919733224425854,0.7596439203362013,0.5011544862348286,0.4529752295637149,0.8146209579426505
8,0.2247053609044612,0.22285457427786096,0.21383550750439015,0.07002258519319546,0.19484469749053018,0.21738458737193678,0.9735954516208616,0.9556670488538096,1.0,0.9541465060374558,0.7323103459480804,0.7426404733801342,0.7038111288720675,0.7151837259405397,0.711481493743723,0.7037966024984862,0.797505887099163,0.8278499710966695,0.5531655196943907,0.5097939313454112,0.872810371296169
9,0.17590753121325073,0.1971770485700627,0.10514275548207769,0.05494349669535161,0.17406632945533979,0.18831434941658137,0.9723553670870885,0.9999953262272663,0.9541465060374558,1.0,0.6960016844142574,0.7078360893609792,0.6844829764450012,0.6730252851278956,0.6447154726776743,0.6844621352930175,0.79205607813425,0.7596563042574402,0.5011571787205747,0.45294354989488245,0.8158188338161079
10,0.26055442330666173,0.34599217426097967,0.2327182177995415,0.054767781962323646,0.18376369769707834,0.20797498123243188,0.7015265245263035,0.6959844782946742,0.7323103459480804,0.6960016844142574,1.0,0.9877098369567338,0.9848921325518675,0.9906193250633629,0.9637368379243466,0.9848977223636145,0.7523533155641636,0.83307320723008,0.539666539816032,0.36706471881966324,0.6642028996501014
11,0.26003454767758954,0.3400466262055232,0.24299723924232908,0.05300197738378592,0.18956726656793224,0.20122304145935058,0.71975372279804,0.7078266775737202,0.7426404733801342,0.7078360893609792,0.9877098369567338,1.0,0.9690270728912693,0.9750472992224575,0.9526952266367211,0.9690273687520661,0.7750331246694041,0.8283067633376131,0.5395397462376823,0.3402414273164542,0.6796016933009545
12,0.2277651923078656,0.315491158314183,0.19849281026243656,0.04305275390916432,0.173173151686833,0.204143788845705,0.6648854123383823,0.6844210407711456,0.7038111288720675,0.6844829764450012,0.9848921325518675,0.9690270728912693,1.0,0.9823573856010875,0.919512738284535,0.9999997823820709,0.7180913402345945,0.8099808776176723,0.48682288911898114,0.3473629448243902,0.6146407057222244
13,0.2556361709915019,0.3281585485384457,0.24008913663035011,0.050269174816233865,0.18622759906730516,0.2091229880344454,0.6704111669019177,0.6730058747957768,0.7151837259405397,0.6730252851278956,0.9906193250633629,0.9750472992224575,0.9823573856010875,1.0,0.9626552799376936,0.9825262331812132,0.7247715432385898,0.8279104903772089,0.5201519156849148,0.375367731605655,0.645061890442727
14,0.30722553267996583,0.3393514599914396,0.27834405786910343,0.06673433910310007,0.21337949574063955,0.23926932083353888,0.681414227804306,0.6447469577136661,0.711481493743723,0.6447154726776743,0.9637368379243466,0.9526952266367211,0.919512738284535,0.9626552799376936,1.0,0.9197946036594408,0.7017550334225683,0.8167608997615101,0.5594558141478903,0.38492894229386726,0.6872994973282883
15,0.22776590394484253,0.3154887776237625,0.19847297930882762,0.04302895530929249,0.1731847915634935,0.20419043587160918,0.6648706823632661,0.6844003921468781,0.7037966024984862,0.6844621352930175,0.9848977223636145,0.9690273687520661,0.9999997823820709,0.9825262331812132,0.9197946036594408,1.0,0.7180751195320281,0.8099711662210849,0.4867980716492743,0.3472973052182161,0.6146291316152708
16,0.29449738051180807,0.24442711190522748,0.2603247635840508,0.03870632503692939,0.23797821135851052,0.24309932091947228,0.832476257585564,0.7919733224425854,0.797505887099163,0.79205607813425,0.7523533155641636,0.7750331246694041,0.7180913402345945,0.7247715432385898,0.7017550334225683,0.7180751195320281,1.0,0.8423310620823208,0.6470971057778022,0.2102943052818805,0.7525462548632059
17,0.3490771953547077,0.3126774643594507,0.2434355360323524,0.04758878644189439,0.25315164629450865,0.31516993586706465,0.7970007365782364,0.7596439203362013,0.8278499710966695,0.7596563042574402,0.83307320723008,0.8283067633376131,0.8099808776176723,0.8279104903772089,0.8167608997615101,0.8099711662210849,0.8423310620823208,1.0,0.6709487635390814,0.40158934457727485,0.7679036982186398
18,0.30124149971998104,0.29794175678786594,0.23918412708998824,0.06973826103377734,0.24621639110991883,0.28647195437625605,0.5758055681532666,0.5011544862348286,0.5531655196943907,0.5011571787205747,0.539666539816032,0.5395397462376823,0.48682288911898114,0.5201519156849148,0.5594558141478903,0.4867980716492743,0.6470971057778022,0.6709487635390814,1.0,0.2533725436690282,0.5793292500194096
