,0,1,2,3,4,5,6,7,8,9
0,1.0,0.34798469205290544,0.35088106144828074,0.4054562897338815,0.3744180465261632,0.347153896678681,0.3513262965595855,0.3346627855686211,0.24609597452820045,0.3436859114743339
1,0.34798469205290544,1.0,0.9065664761208218,0.20315112031002516,0.9442728278923899,0.9981981082384812,0.96968831092508,0.9230701161803699,0.6723757436074658,0.9287547563730865
2,0.35088106144828074,0.9065664761208218,1.0,0.6342713526234994,0.8162768063489495,0.9027903434261954,0.916996351349173,0.8325055717092207,0.6068993966016648,0.8172567840914055
3,0.4054562897338815,0.20315112031002516,0.6342713526234994,1.0,0.1929510272296406,0.19875363671600832,0.3146091598254931,0.2435843484523543,0.1960276570722504,0.20519252557510692
4,0.3744180465261632,0.9442728278923899,0.8162768063489495,0.1929510272296406,1.0,0.9403586854452851,0.945530303559161,0.8806640397088512,0.6905424452575945,0.9233845519953799
5,0.347153896678681,0.9981981082384812,0.9027903434261954,0.19875363671600832,0.9403586854452851,1.0,0.9639605501629979,0.9200763446316285,0.6659213881599436,0.9269494999881362
6,0.3513262965595855,0.96968831092508,0.916996351349173,0.3146091598254931,0.945530303559161,0.9639605501629979,1.0,0.8965246906295815,0.6795781388329435,0.913752597770981
7,0.3346627855686211,0.9230701161803699,0.8325055717092207,0.2435843484523543,0.8806640397088512,0.9200763446316285,0.8965246906295815,1.0,0.6290112091245929,0.9231735359655844
8,0.24609597452820045,0.6723757436074658,0.6068993966016648,0.1960276570722504,0.6905424452575945,0.6659213881599436,0.6795781388329435,0.6290112091245929,1.0,0.6739409388970754
9,0.3436859114743339,0.9287547563730865,0.8172567840914055,0.20519252557510692,0.9233845519953799,0.9269494999881362,0.913752597770981,0.9231735359655844,0.6739409388970754,1.0
